Age,Gender,Education Level,Job Title,Years of Experience,Salary
31.0,Male,Bachelor'S,Sales Director,9.0,140000.0
24.0,Female,High School,Sales Associate,1.0,30000.0
29.0,Male,Bachelor'S,Digital Marketing Manager,6.0,95000.0
27.0,Female,Master'S,Content Marketing Manager,4.0,80000.0
33.0,Male,Phd,Sales Director,10.0,155000.0
21.0,Female,High School,Junior Sales Representative,0.0,25000.0
36.0,Male,Bachelor'S,Sales Manager,11.0,160000.0
25.0,Female,Bachelor'S,Marketing Manager,3.0,65000.0
30.0,Male,Master'S,Financial Manager,7.0,120000.0
28.0,Female,Phd,Director Of Marketing,6.0,105000.0
22.0,Female,High School,Sales Associate,0.0,25000.0
45.0,Male,Bachelor'S,Financial Manager,21.0,250000.0
31.0,Female,Master'S,Content Marketing Manager,8.0,120000.0
28.0,Male,Bachelor'S,Digital Marketing Manager,4.0,80000.0
29.0,Male,Bachelor'S,Senior Product Marketing Manager,6.0,100000.0
35.0,Female,Phd,Director Of Marketing,12.0,170000.0
27.0,Male,High School,Sales Representative,3.0,50000.0
33.0,Female,Bachelor'S,Marketing Manager,9.0,140000.0
25.0,Female,Bachelor'S,Marketing Manager,2.0,55000.0
29.0,Female,Master'S,Content Marketing Manager,4.0,80000.0
23.0,Male,Bachelor'S,Software Engineer,1.0,60000.0
39.0,Female,Master'S,Marketing Manager,12.0,150000.0
28.0,Male,Bachelor'S,Financial Analyst,4.0,80000.0
31.0,Female,Phd,Research Scientist,8.0,120000.0
35.0,Male,Bachelor'S,Project Manager,10.0,130000.0
27.0,Female,Bachelor'S,Graphic Designer,2.0,50000.0
42.0,Male,Master'S,Senior Software Engineer,18.0,180000.0
29.0,Female,Bachelor'S,Digital Marketing Specialist,3.0,60000.0
33.0,Male,Bachelor'S,Marketing Manager,7.0,110000.0
24.0,Female,High School,Sales Associate,0.0,25000.0
30.0,Male,Master'S,Financial Analyst,6.0,100000.0
26.0,Female,Bachelor'S,Social Media Manager,3.0,55000.0
32.0,Male,Phd,Data Scientist,9.0,140000.0
22.0,Female,High School,Receptionist,0.0,25000.0
37.0,Male,Bachelor'S,Product Manager,12.0,150000.0
38.0,Female,Master'S,Marketing Director,14.0,170000.0
25.0,Male,Bachelor'S,Junior Software Engineer,1.0,55000.0
29.0,Female,Bachelor'S,Marketing Coordinator,4.0,65000.0
27.0,Male,Bachelor'S,Product Designer,3.0,60000.0
34.0,Female,Phd,Research Director,10.0,150000.0
26.0,Male,Bachelor'S,Marketing Analyst,2.0,50000.0
31.0,Female,Master'S,Financial Manager,7.0,120000.0
26.0,Female,Bachelor'S,Social M,8.0,110000.0
28.0,Male,Bachelor'S,Software Engineer,3.0,85000.0
36.0,Female,Master'S,Marketing Director,11.0,160000.0
25.0,Male,Bachelor'S,Financial Analyst,1.0,55000.0
29.0,Female,Phd,Data Scientist,5.0,100000.0
33.0,Male,Bachelor'S,Project Manager,8.0,120000.0
43.0,Male,Master'S,Senior Software Engineer,19.0,185000.0
30.0,Female,Bachelor'S,Digital Marketing Specialist,4.0,65000.0
34.0,Male,Bachelor'S,Marketing Manager,9.0,130000.0
25.0,Female,High School,Sales Associate,0.0,25000.0
31.0,Male,Master'S,Financial Analyst,6.0,100000.0
27.0,Female,Bachelor'S,Social Media Manager,3.0,55000.0
33.0,Male,Phd,Research Scientist,10.0,150000.0
23.0,Female,High School,Receptionist,0.0,25000.0
38.0,Male,Bachelor'S,Product Manager,13.0,160000.0
39.0,Female,Master'S,Marketing Manager,14.0,170000.0
26.0,Male,Bachelor'S,Junior Software Engineer,1.0,55000.0
30.0,Female,Bachelor'S,Marketing Coordinator,4.0,65000.0
28.0,Male,Bachelor'S,Product Designer,3.0,60000.0
35.0,Female,Phd,Research Director,11.0,160000.0
27.0,Male,Bachelor'S,Marketing Analyst,2.0,50000.0
32.0,Female,Master'S,Financial Manager,8.0,120000.0
27.0,Male,Bachelor'S,Software Engineer,3.0,85000.0
35.0,Female,Master'S,Marketing Director,11.0,160000.0
24.0,Male,Bachelor'S,Financial Analyst,1.0,55000.0
28.0,Female,Phd,Data Scientist,5.0,100000.0
32.0,Male,Bachelor'S,Project Manager,8.0,120000.0
26.0,Female,Bachelor'S,Graphic Designer,2.0,50000.0
41.0,Male,Master'S,Senior Software Engineer,19.0,185000.0
29.0,Female,Bachelor'S,Digital Marketing Specialist,4.0,65000.0
33.0,Male,Bachelor'S,Marketing Manager,9.0,130000.0
32.0,Male,Phd,Research Scientist,10.0,150000.0
37.0,Male,Bachelor'S,Product Manager,13.0,160000.0
38.0,Female,Master'S,Marketing Manager,14.0,170000.0
27.0,Male,Bachelor'S,Junior Software Engineer,1.0,55000.0
31.0,Female,Bachelor'S,Marketing Coordinator,4.0,65000.0
29.0,Male,Bachelor'S,Product Designer,3.0,60000.0
34.0,Female,Phd,Research Director,11.0,160000.0
31.0,Female,Master'S,Financial Manager,8.0,120000.0
26.0,Female,Bachelor'S,Social Media Man,7.0,100000.0
31.0,Male,Bachelor'S,Software Engineer,7.0,120000.0
33.0,Male,Master'S,Marketing Manager,9.0,130000.0
29.0,Female,High School,Customer Service Representative,3.0,35000.0
36.0,Male,Phd,Research Scientist,13.0,160000.0
27.0,Female,Bachelor'S,Marketing Coordinator,2.0,50000.0
31.0,Male,Bachelor'S,Project Manager,6.0,100000.0
28.0,Female,Master'S,Financial Analyst,4.0,80000.0
25.0,Male,Bachelor'S,Software Engineer,1.0,60000.0
30.0,Female,Bachelor'S,Sales Manager,5.0,90000.0
34.0,Male,Phd,Research Director,11.0,170000.0
28.0,Female,Bachelor'S,Marketing Analyst,3.0,60000.0
32.0,Male,Bachelor'S,Product Manager,7.0,120000.0
24.0,Female,High School,Receptionist,0.0,25000.0
37.0,Male,Master'S,Marketing Director,14.0,180000.0
39.0,Female,Bachelor'S,Financial Manager,16.0,200000.0
26.0,Male,Bachelor'S,Product Designer,2.0,50000.0
31.0,Female,Phd,Data Scientist,8.0,140000.0
29.0,Male,Bachelor'S,Marketing Analyst,4.0,70000.0
33.0,Female,Master'S,Marketing Manager,9.0,130000.0
27.0,Male,Bachelor'S,Software Engineer,3.0,80000.0
36.0,Female,Phd,Research Scientist,12.0,160000.0
25.0,Male,Bachelor'S,Product Manager,1.0,55000.0
30.0,Female,Bachelor'S,Marketing Coordinator,5.0,85000.0
28.0,Female,Bachelor'S,Marketing Coordinator,3.0,60000.0
33.0,Male,Master'S,Software Engineer,9.0,120000.0
26.0,Female,Bachelor'S,Graphic Designer,1.0,45000.0
29.0,Male,Bachelor'S,Product Manager,5.0,80000.0
35.0,Female,Phd,Research Scientist,11.0,150000.0
27.0,Male,Bachelor'S,Software Engineer,2.0,65000.0
31.0,Female,Bachelor'S,Marketing Manager,7.0,100000.0
28.0,Male,Master'S,Financial Analyst,4.0,90000.0
24.0,Female,Bachelor'S,Marketing Analyst,0.0,40000.0
30.0,Male,Bachelor'S,Project Manager,6.0,110000.0
34.0,Female,Phd,Research Director,12.0,170000.0
27.0,Male,Bachelor'S,Software Engineer,3.0,75000.0
33.0,Female,Master'S,Marketing Manager,8.0,120000.0
25.0,Female,High School,Customer Service Representative,1.0,30000.0
36.0,Male,Phd,Research Scientist,13.0,180000.0
39.0,Female,Bachelor'S,Financial Manager,15.0,200000.0
26.0,Male,Bachelor'S,Product Designer,1.0,50000.0
28.0,Male,Bachelor'S,Marketing Analyst,3.0,65000.0
32.0,Female,Bachelor'S,Product Manager,7.0,110000.0
24.0,Male,High School,Delivery Driver,0.0,28000.0
37.0,Male,Master'S,Marketing Director,14.0,190000.0
39.0,Female,Bachelor'S,Financial Manager,16.0,210000.0
26.0,Male,Bachelor'S,Product Designer,2.0,55000.0
36.0,Female,Phd,Research Scientist,12.0,170000.0
25.0,Male,Bachelor'S,Product Manager,1.0,60000.0
30.0,Female,Bachelor'S,Marketing Coordinator,5.0,90000.0
34.0,Male,Phd,Research Director,11.0,160000.0
29.0,Male,Bachelor'S,Software Engineer,3.0,75000.0
32.0,Female,Master'S,Marketing Manager,8.0,120000.0
27.0,Male,Bachelor'S,Product Manager,2.0,65000.0
30.0,Female,Phd,Data Scientist,6.0,100000.0
36.0,Male,Bachelor'S,Financial Analyst,11.0,150000.0
27.0,Male,Phd,Marketing Coordinator,7.0,120000.0
33.0,Male,Master'S,Software Engineer,8.0,120000.0
27.0,Female,Bachelor'S,Product Manager,2.0,65000.0
30.0,Male,Phd,Data Scientist,6.0,100000.0
36.0,Female,Bachelor'S,Financial Analyst,11.0,150000.0
29.0,Male,Bachelor'S,Marketing Analyst,3.0,65000.0
32.0,Female,Master'S,Software Engineer,9.0,120000.0
26.0,Male,Bachelor'S,Graphic Designer,1.0,45000.0
29.0,Female,Bachelor'S,Product Manager,5.0,80000.0
35.0,Male,Phd,Research Scientist,11.0,150000.0
34.0,Male,Master'S,Software Engineer,9.0,125000.0
28.0,Female,Bachelor'S,Product Manager,3.0,70000.0
31.0,Male,Phd,Data Scientist,7.0,110000.0
37.0,Female,Bachelor'S,Financial Analyst,12.0,160000.0
30.0,Male,Bachelor'S,Marketing Analyst,4.0,75000.0
33.0,Female,Master'S,Software Engineer,8.0,120000.0
27.0,Male,Bachelor'S,Graphic Designer,2.0,50000.0
30.0,Female,Bachelor'S,Product Manager,5.0,85000.0
36.0,Male,Phd,Research Scientist,11.0,155000.0
28.0,Male,Bachelor'S,Software Engineer,3.0,70000.0
32.0,Female,Bachelor'S,Marketing Manager,8.0,115000.0
29.0,Male,Master'S,Financial Analyst,5.0,95000.0
25.0,Female,Bachelor'S,Marketing Analyst,0.0,40000.0
31.0,Male,Bachelor'S,Project Manager,6.0,115000.0
35.0,Female,Phd,Research Director,12.0,175000.0
33.0,Female,Master'S,Marketing Manager,9.0,135000.0
29.0,Male,Bachelor'S,Marketing Analyst,4.0,75000.0
36.0,Male,Phd,Research Scientist,13.0,185000.0
40.0,Female,Bachelor'S,Financial Manager,15.0,210000.0
27.0,Male,Bachelor'S,Product Designer,1.0,45000.0
32.0,Female,Phd,Data Scientist,9.0,145000.0
28.0,Male,Bachelor'S,Marketing Analyst,3.0,70000.0
32.0,Female,Bachelor'S,Product Manager,7.0,120000.0
38.0,Male,Master'S,Marketing Director,14.0,195000.0
40.0,Female,Bachelor'S,Financial Manager,16.0,215000.0
27.0,Male,Bachelor'S,Product Designer,2.0,55000.0
36.0,Female,Phd,Research Scientist,13.0,185000.0
30.0,Female,Bachelor'S,Marketing Coordinator,5.0,95000.0
34.0,Male,Phd,Research Director,12.0,170000.0
28.0,Female,Bachelor'S,Marketing Analyst,3.0,65000.0
26.0,Female,Master'S,Software Engineer,2.0,75000.0
39.0,Male,Phd,Research Scientist,14.0,185000.0
32.0,Female,Bachelor'S,Marketing Manager,7.0,120000.0
28.0,Male,Bachelor'S,Graphic Designer,3.0,60000.0
35.0,Female,Master'S,Data Scientist,10.0,145000.0
33.0,Female,Master'S,Product Manager,8.0,135000.0
27.0,Male,Bachelor'S,Software Engineer,2.0,70000.0
36.0,Female,Phd,Research Director,12.0,175000.0
29.0,Male,Bachelor'S,Sales Associate,2.0,45000.0
45.0,Female,Master'S,Sales Manager,8.0,80000.0
37.0,Male,Phd,Marketing Manager,7.0,90000.0
23.0,Female,High School,Sales Executive,1.0,35000.0
41.0,Male,Bachelor'S,Financial Manager,12.0,120000.0
26.0,Female,Bachelor'S,Digital Marketing Manager,4.0,60000.0
33.0,Male,Master'S,Content Marketing Manager,5.0,70000.0
28.0,Female,High School,Sales Representative,3.0,40000.0
50.0,Male,Phd,Senior Product Marketing Manager,15.0,150000.0
35.0,Female,Bachelor'S,Junior Sales Representative,2.0,35000.0
42.0,Male,Master'S,Director Of Marketing,13.0,130000.0
27.0,Female,Bachelor'S,Sales Associate,1.0,35000.0
48.0,Male,Phd,Sales Director,18.0,180000.0
31.0,Female,High School,Financial Manager,4.0,60000.0
36.0,Male,Bachelor'S,Sales Manager,6.0,75000.0
25.0,Female,Master'S,Digital Marketing Manager,3.0,50000.0
39.0,Male,Phd,Marketing Manager,10.0,100000.0
30.0,Female,High School,Sales Executive,2.0,40000.0
44.0,Male,Bachelor'S,Content Marketing Manager,11.0,110000.0
29.0,Female,Master'S,Sales Representative,4.0,55000.0
47.0,Male,Phd,Senior Product Marketing Manager,17.0,170000.0
32.0,Female,Bachelor'S,Junior Sales Representative,3.0,40000.0
38.0,Male,Master'S,Director Of Marketing,9.0,95000.0
24.0,Female,High School,Sales Associate,1.0,35000.0
40.0,Male,Phd,Sales Director,14.0,140000.0
34.0,Female,Bachelor'S,Financial Manager,5.0,70000.0
26.0,Male,Master'S,Digital Marketing Manager,3.0,50000.0
31.0,Female,Phd,Marketing Manager,6.0,75000.0
27.0,Male,High School,Sales Executive,2.0,40000.0
43.0,Female,Bachelor'S,Content Marketing Manager,12.0,120000.0
28.0,Male,Master'S,Sales Representative,2.0,40000.0
46.0,Female,Phd,Senior Product Marketing Manager,16.0,160000.0
33.0,Male,Bachelor'S,Junior Sales Representative,4.0,55000.0
39.0,Female,Master'S,Director Of Marketing,10.0,100000.0
25.0,Male,High School,Sales Associate,1.0,35000.0
41.0,Female,Bachelor'S,Sales Manager,8.0,80000.0
35.0,Male,Phd,Marketing Manager,7.0,90000.0
23.0,Female,Bachelor'S,Sales Executive,1.0,35000.0
42.0,Male,Master'S,Financial Manager,13.0,130000.0
32.0,Male,Master'S,Content Marketing Manager,5.0,70000.0
27.0,Female,High School,Sales Representative,3.0,40000.0
36.0,Female,Bachelor'S,Junior Sales Representative,2.0,35000.0
48.0,Male,Master'S,Director Of Marketing,18.0,180000.0
31.0,Female,High School,Sales Associate,2.0,40000.0
29.0,Male,Bachelor'S,Sales Director,6.0,75000.0
45.0,Female,Phd,Financial Manager,12.0,120000.0
25.0,Male,Master'S,Digital Marketing Manager,3.0,50000.0
37.0,Female,Bachelor'S,Marketing Manager,7.0,90000.0
23.0,Male,High School,Sales Executive,1.0,35000.0
41.0,Female,Bachelor'S,Content Marketing Manager,11.0,110000.0
26.0,Male,Master'S,Sales Representative,3.0,45000.0
33.0,Female,Phd,Senior Product Marketing Manager,5.0,70000.0
28.0,Male,Bachelor'S,Junior Sales Representative,1.0,30000.0
42.0,Female,Master'S,Director Of Marketing,13.0,130000.0
27.0,Male,High School,Financial Manager,4.0,60000.0
50.0,Female,Bachelor'S,Sales Manager,15.0,150000.0
35.0,Male,Phd,Marketing Manager,8.0,80000.0
24.0,Female,Bachelor'S,Sales Executive,1.0,35000.0
46.0,Male,Master'S,Content Marketing Manager,16.0,160000.0
29.0,Female,High School,Sales Representative,2.0,40000.0
31.0,Female,Bachelor'S,Junior Sales Representative,3.0,40000.0
25.0,Female,High School,Sales Associate,1.0,35000.0
39.0,Male,Bachelor'S,Sales Director,10.0,100000.0
33.0,Female,Phd,Financial Manager,5.0,70000.0
27.0,Male,Master'S,Digital Marketing Manager,3.0,50000.0
43.0,Female,Bachelor'S,Marketing Manager,12.0,120000.0
28.0,Male,High School,Sales Executive,2.0,40000.0
31.0,Male,Bachelor'S,Sales Associate,3.0,50000.0
46.0,Female,Master'S,Marketing Manager,14.0,140000.0
38.0,Female,Bachelor'S,Financial Manager,10.0,100000.0
24.0,Male,Phd,Digital Marketing Manager,1.0,30000.0
33.0,Female,Master'S,Content Marketing Manager,6.0,75000.0
29.0,Male,High School,Sales Representative,2.0,40000.0
50.0,Female,Bachelor'S,Sales Manager,18.0,180000.0
35.0,Male,Phd,Senior Product Marketing Manager,8.0,80000.0
41.0,Male,Master'S,Director Of Marketing,12.0,120000.0
26.0,Female,High School,Financial Manager,3.0,45000.0
32.0,Male,Bachelor'S,Sales Director,7.0,90000.0
27.0,Female,Phd,Marketing Manager,4.0,55000.0
43.0,Male,Master'S,Content Marketing Manager,16.0,160000.0
28.0,Female,Bachelor'S,Sales Representative,2.0,40000.0
31.0,Female,High School,Junior Sales Representative,3.0,40000.0
39.0,Male,Bachelor'S,Sales Manager,11.0,110000.0
33.0,Female,Phd,Financial Manager,6.0,75000.0
50.0,Female,Master'S,Content Marketing Manager,15.0,150000.0
36.0,Male,Bachelor'S,Sales Representative,5.0,70000.0
48.0,Female,Phd,Senior Product Marketing Manager,19.0,190000.0
31.0,Male,High School,Junior Sales Representative,3.0,40000.0
29.0,Female,Bachelor'S,Sales Director,6.0,75000.0
45.0,Male,Master'S,Director Of Marketing,14.0,140000.0
35.0,Female,Phd,Marketing Manager,8.0,80000.0
23.0,Male,Bachelor'S,Sales Executive,1.0,35000.0
42.0,Female,Master'S,Sales Manager,13.0,130000.0
26.0,Male,High School,Digital Marketing Manager,2.0,40000.0
32.0,Female,Bachelor'S,Content Marketing Manager,7.0,90000.0
27.0,Male,Phd,Sales Representative,4.0,55000.0
50.0,Female,Master'S,Senior Product Marketing Manager,18.0,180000.0
36.0,Male,Bachelor'S,Junior Sales Representative,3.0,45000.0
48.0,Female,Phd,Director Of Marketing,19.0,190000.0
31.0,Male,High School,Sales Associate,3.0,50000.0
29.0,Female,Bachelor'S,Financial Manager,4.0,55000.0
45.0,Male,Master'S,Marketing Manager,13.0,130000.0
25.0,Female,High School,Sales Executive,1.0,35000.0
41.0,Male,Bachelor'S,Content Marketing Manager,12.0,120000.0
35.0,Female,Phd,Senior Product Marketing Manager,9.0,95000.0
23.0,Male,Bachelor'S,Sales Representative,1.0,35000.0
42.0,Female,Master'S,Digital Marketing Manager,14.0,140000.0
26.0,Male,High School,Sales Manager,2.0,40000.0
32.0,Female,Bachelor'S,Director Of Marketing,8.0,80000.0
27.0,Male,Phd,Marketing Manager,4.0,55000.0
50.0,Female,Master'S,Content Marketing Manager,19.0,190000.0
36.0,Male,Bachelor'S,Sales Director,6.0,75000.0
48.0,Female,Phd,Senior Product Marketing Manager,17.0,170000.0
36.0,Male,Bachelor'S,Sales Director,6.0,110000.0
37.0,Male,Master'S,Marketing Manager,11.0,110000.0
26.0,Female,Bachelor'S,Sales Representative,2.0,40000.0
42.0,Male,Phd,Content Marketing Manager,15.0,150000.0
33.0,Female,High School,Sales Executive,4.0,55000.0
29.0,Male,Bachelor'S,Sales Manager,5.0,70000.0
45.0,Female,Master'S,Director Of Marketing,16.0,160000.0
24.0,Male,High School,Sales Associate,1.0,35000.0
39.0,Female,Bachelor'S,Financial Manager,10.0,100000.0
31.0,Male,Phd,Senior Product Marketing Manager,7.0,90000.0
27.0,Female,Master'S,Digital Marketing Manager,3.0,50000.0
43.0,Male,Bachelor'S,Content Marketing Manager,14.0,140000.0
28.0,Female,High School,Sales Representative,2.0,40000.0
50.0,Male,Phd,Marketing Manager,18.0,180000.0
35.0,Female,Bachelor'S,Sales Executive,7.0,90000.0
23.0,Male,Bachelor'S,Sales Manager,1.0,35000.0
41.0,Female,Master'S,Director Of Marketing,12.0,120000.0
26.0,Male,High School,Financial Manager,3.0,45000.0
32.0,Female,Bachelor'S,Sales Director,8.0,80000.0
50.0,Female,Master'S,Content Marketing Manager,18.0,180000.0
36.0,Male,Bachelor'S,Sales Representative,6.0,75000.0
29.0,Female,Bachelor'S,Sales Director,5.0,70000.0
45.0,Male,Master'S,Director Of Marketing,15.0,150000.0
38.0,Male,Master'S,Marketing Manager,12.0,120000.0
27.0,Female,Bachelor'S,Sales Representative,3.0,45000.0
43.0,Male,Phd,Content Marketing Manager,16.0,160000.0
34.0,Female,High School,Sales Executive,5.0,70000.0
30.0,Male,Bachelor'S,Sales Manager,6.0,75000.0
46.0,Female,Master'S,Director Of Marketing,17.0,170000.0
40.0,Female,Bachelor'S,Financial Manager,11.0,110000.0
32.0,Male,Phd,Senior Product Marketing Manager,8.0,80000.0
28.0,Female,Master'S,Digital Marketing Manager,4.0,55000.0
44.0,Male,Bachelor'S,Content Marketing Manager,15.0,150000.0
51.0,Male,Phd,Marketing Manager,19.0,190000.0
36.0,Female,Bachelor'S,Sales Executive,8.0,80000.0
24.0,Male,Bachelor'S,Sales Manager,1.0,35000.0
27.0,Male,High School,Financial Manager,3.0,45000.0
33.0,Female,Bachelor'S,Sales Director,7.0,90000.0
28.0,Male,Phd,Marketing Manager,4.0,55000.0
51.0,Female,Master'S,Content Marketing Manager,19.0,190000.0
37.0,Male,Bachelor'S,Sales Representative,7.0,90000.0
49.0,Female,Phd,Senior Product Marketing Manager,20.0,200000.0
32.0,Male,High School,Junior Sales Representative,3.0,40000.0
30.0,Female,Bachelor'S,Sales Director,5.0,70000.0
46.0,Male,Master'S,Director Of Marketing,16.0,160000.0
26.0,Female,High School,Sales Associate,1.0,35000.0
42.0,Male,Bachelor'S,Financial Manager,13.0,130000.0
36.0,Female,Phd,Marketing Manager,9.0,95000.0
24.0,Male,Bachelor'S,Sales Executive,1.0,35000.0
43.0,Female,Master'S,Sales Manager,14.0,140000.0
27.0,Male,High School,Digital Marketing Manager,2.0,40000.0
33.0,Female,Bachelor'S,Content Marketing Manager,7.0,90000.0
28.0,Male,Phd,Sales Representative,4.0,55000.0
51.0,Female,Master'S,Senior Product Marketing Manager,19.0,190000.0
37.0,Male,Bachelor'S,Junior Sales Representative,6.0,75000.0
49.0,Female,Phd,Director Of Marketing,20.0,200000.0
32.0,Male,High School,Sales Associate,3.0,50000.0
30.0,Female,Bachelor'S,Financial Manager,4.0,55000.0
46.0,Male,Master'S,Marketing Manager,14.0,140000.0
26.0,Female,High School,Sales Executive,1.0,35000.0
42.0,Male,Bachelor'S,Content Marketing Manager,13.0,130000.0
36.0,Female,Phd,Senior Product Marketing Manager,10.0,100000.0
24.0,Male,Bachelor'S,Sales Representative,1.0,35000.0
43.0,Female,Master'S,Digital Marketing Manager,15.0,150000.0
27.0,Male,High School,Sales Manager,2.0,40000.0
33.0,Female,Bachelor'S,Director Of Marketing,8.0,80000.0
37.0,Male,Bachelor'S,Sales Director,7.0,90000.0
30.0,Female,Bachelor'S,Sales Manager,5.0,70000.0
